mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.4,"10 km W of Catoosa, Oklahoma",1621269096070,1621365621229,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jptd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jptd&format=geojson,,,,,reviewed,0,30,ok,2021jptd,",ok2021jptd,",",ok,",",origin,phase-data,",32.0,0.2672475569,0.31,179.0,ml,quarry blast,"M 1.4 Quarry Blast - 10 km W of Catoosa, Oklahoma"
2.7,"9 km SE of Tyonek, Alaska",1621268919782,1621546217492,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216aubkf1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216aubkf1&format=geojson,,,,,automatic,0,112,ak,0216aubkf1,",us7000e3uu,ak0216aubkf1,",",us,ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 2.7 - 9 km SE of Tyonek, Alaska"
1.3,"60 km NNE of Yakutat, Alaska",1621268821393,1621546217181,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216aub9rt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216aub9rt&format=geojson,,,,,automatic,0,26,ak,0216aub9rt,",ak0216aub9rt,",",ak,",",origin,",,,0.61,,ml,earthquake,"M 1.3 - 60 km NNE of Yakutat, Alaska"
0.85,"8km WNW of Cobb, CA",1621268693060,1621270872307,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563780,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563780&format=geojson,,,,,automatic,0,11,nc,73563780,",nc73563780,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.01253,0.02,106.0,md,earthquake,"M 0.9 - 8km WNW of Cobb, CA"
0.75,"17km NE of Campo, CA",1621268187940,1621371137107,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39656063,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39656063&format=geojson,,,,,reviewed,0,9,ci,39656063,",ci39656063,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.06205,0.1,98.0,ml,earthquake,"M 0.8 - 17km NE of Campo, CA"
1.16,"20km E of Little Lake, CA",1621267980800,1621370440931,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39656047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39656047&format=geojson,,,,,reviewed,0,21,ci,39656047,",ci39656047,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.04488,0.1,51.0,ml,earthquake,"M 1.2 - 20km E of Little Lake, CA"
0.05,"5 km E of Hebgen Lake Estates, Montana",1621267680760,1621271530340,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60436247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60436247&format=geojson,,,,,reviewed,0,0,uu,60436247,",uu60436247,",",uu,",",origin,phase-data,",6.0,0.01988,0.2,138.0,md,earthquake,"M 0.1 - 5 km E of Hebgen Lake Estates, Montana"
0.52,"14km ESE of Anza, CA",1621267362810,1621367986011,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39656023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39656023&format=geojson,,,,,reviewed,0,4,ci,39656023,",ci39656023,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.0549,0.13,52.0,ml,earthquake,"M 0.5 - 14km ESE of Anza, CA"
0.21,"4km W of Cobb, CA",1621267186810,1621268235063,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563775&format=geojson,,,,,automatic,0,1,nc,73563775,",nc73563775,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.009185,0.01,118.0,md,earthquake,"M 0.2 - 4km W of Cobb, CA"
2.36,"12km W of Petrolia, CA",1621267119790,1622202076257,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563770,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563770&format=geojson,,,,,reviewed,0,86,nc,73563770,",nc73563770,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.0643,0.06,241.0,md,earthquake,"M 2.4 - 12km W of Petrolia, CA"
0.85,"2km NE of Loma Linda, CA",1621266998810,1621367787480,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39656015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39656015&format=geojson,,,,,reviewed,0,11,ci,39656015,",ci39656015,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.06766,0.12,128.0,ml,earthquake,"M 0.9 - 2km NE of Loma Linda, CA"
0.92,Utah,1621266783340,1621271963730,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60436242,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60436242&format=geojson,,,,,reviewed,0,13,uu,60436242,",uu60436242,",",uu,",",origin,phase-data,",5.0,0.006666,0.21,193.0,md,earthquake,M 0.9 - Utah
4.1,"212 km S of Shimoda, Japan",1621266544200,1621804402040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3ug,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3ug&format=geojson,,,,,reviewed,0,259,us,7000e3ug,",us7000e3ug,",",us,",",origin,phase-data,",,0.738,0.73,116.0,mb,earthquake,"M 4.1 - 212 km S of Shimoda, Japan"
4.1,Fiji region,1621266477958,1621804234040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e52m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e52m&format=geojson,,,,,reviewed,0,259,us,7000e52m,",us7000e52m,",",us,",",origin,phase-data,",,4.538,0.56,81.0,mb,earthquake,M 4.1 - Fiji region
1.1,"9 km W of Fox River, Alaska",1621266301643,1621546216867,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216attp1s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216attp1s&format=geojson,,,,,automatic,0,19,ak,0216attp1s,",ak0216attp1s,",",ak,",",origin,",,,0.38,,ml,earthquake,"M 1.1 - 9 km W of Fox River, Alaska"
0.79,"8km S of Idyllwild, CA",1621266075710,1621471732196,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655999&format=geojson,,,,,reviewed,0,10,ci,39655999,",ci39655999,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.04387,0.09,71.0,ml,earthquake,"M 0.8 - 8km S of Idyllwild, CA"
0.44,"8km S of Idyllwild, CA",1621266071630,1621367547572,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655991&format=geojson,,,,,reviewed,0,3,ci,39655991,",ci39655991,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.04532,0.05,98.0,ml,earthquake,"M 0.4 - 8km S of Idyllwild, CA"
1.21,"5km NNE of Banning, CA",1621265904330,1621362691039,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655983&format=geojson,,,,,reviewed,0,23,ci,39655983,",ci39655983,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.07804,0.1,47.0,ml,earthquake,"M 1.2 - 5km NNE of Banning, CA"
4.7,"Izu Islands, Japan region",1621265798404,1621802988040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3ub,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3ub&format=geojson,,,,,reviewed,0,340,us,7000e3ub,",us7000e3ub,",",us,",",origin,phase-data,",,1.94,0.49,72.0,mb,earthquake,"M 4.7 - Izu Islands, Japan region"
2.6,"51 km NNE of Chenega, Alaska",1621265471099,1621546216553,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216atqpup,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216atqpup&format=geojson,,,,,automatic,0,104,ak,0216atqpup,",us7000e3u6,ak0216atqpup,",",us,ak,",",origin,phase-data,",,,0.63,,ml,earthquake,"M 2.6 - 51 km NNE of Chenega, Alaska"
0.9,"57 km WNW of Petersville, Alaska",1621265155990,1621546216244,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216atpixf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216atpixf&format=geojson,,,,,automatic,0,12,ak,0216atpixf,",ak0216atpixf,",",ak,",",origin,",,,0.87,,ml,earthquake,"M 0.9 - 57 km WNW of Petersville, Alaska"
1.7,"64 km N of Petersville, Alaska",1621264980639,1621546215914,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216atozfu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216atozfu&format=geojson,,,,,automatic,0,44,ak,0216atozfu,",ak0216atozfu,",",ak,",",origin,",,,0.35,,ml,earthquake,"M 1.7 - 64 km N of Petersville, Alaska"
0.8,"24 km N of Four Mile Road, Alaska",1621264775716,1621546215591,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216ato73p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216ato73p&format=geojson,,,,,automatic,0,10,ak,0216ato73p,",ak0216ato73p,",",ak,",",origin,",,,1.17,,ml,earthquake,"M 0.8 - 24 km N of Four Mile Road, Alaska"
1.6,"71 km NNE of Petersville, Alaska",1621264436150,1621546215279,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216atmycw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216atmycw&format=geojson,,,,,automatic,0,39,ak,0216atmycw,",ak0216atmycw,",",ak,",",origin,",,,0.47,,ml,earthquake,"M 1.6 - 71 km NNE of Petersville, Alaska"
4.2,"1 km ESE of Santo Domingo Suchitepéquez, Guatemala",1621264136093,1621802779040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3u0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3u0&format=geojson,,,,,reviewed,0,271,us,7000e3u0,",us7000e3u0,",",us,",",origin,phase-data,",,0.225,0.94,157.0,mb,earthquake,"M 4.2 - 1 km ESE of Santo Domingo Suchitepéquez, Guatemala"
1.07,"2km ESE of The Geysers, CA",1621264103420,1621266013321,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563765,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563765&format=geojson,,,,,automatic,0,18,nc,73563765,",nc73563765,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.009481,0.1,96.0,md,earthquake,"M 1.1 - 2km ESE of The Geysers, CA"
0.73,"8km WNW of Cobb, CA",1621263864380,1621265412782,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563760,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563760&format=geojson,,,,,automatic,0,8,nc,73563760,",nc73563760,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01457,0.02,67.0,md,earthquake,"M 0.7 - 8km WNW of Cobb, CA"
4.2,"166 km W of Hihifo, Tonga",1621263454970,1621802633040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e52l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e52l&format=geojson,,,,,reviewed,0,271,us,7000e52l,",us7000e52l,",",us,",",origin,phase-data,",,4.028,0.67,113.0,mb,earthquake,"M 4.2 - 166 km W of Hihifo, Tonga"
1.9,"61 km E of Port Alsworth, Alaska",1621263331661,1621546214960,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216atagux,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216atagux&format=geojson,,,,,automatic,0,56,ak,0216atagux,",us7000e3tv,ak0216atagux,",",us,ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.9 - 61 km E of Port Alsworth, Alaska"
2.9,"172 km W of Adak, Alaska",1621262562465,1621799913040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e4jr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e4jr&format=geojson,,,,,reviewed,0,129,us,7000e4jr,",av91245946,us7000e4jr,",",av,us,",",origin,phase-data,",,0.173,0.4,297.0,ml,earthquake,"M 2.9 - 172 km W of Adak, Alaska"
4.3,south of the Fiji Islands,1621262475290,1621799696040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e52k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e52k&format=geojson,,,,,reviewed,0,284,us,7000e52k,",us7000e52k,",",us,",",origin,phase-data,",,4.428,0.45,99.0,mb,earthquake,M 4.3 - south of the Fiji Islands
1.96,"20 km WNW of Freedom, Oklahoma",1621262081170,1621267768194,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jpph,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jpph&format=geojson,,,,,reviewed,0,59,ok,2021jpph,",ok2021jpph,",",ok,",",origin,phase-data,",59.0,0.08368357843,0.27,104.0,ml,earthquake,"M 2.0 - 20 km WNW of Freedom, Oklahoma"
1.7,"80 km ENE of Chiniak, Alaska",1621261538687,1621546214638,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216at420l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216at420l&format=geojson,,,,,automatic,0,44,ak,0216at420l,",ak0216at420l,",",ak,",",origin,",,,0.23,,ml,earthquake,"M 1.7 - 80 km ENE of Chiniak, Alaska"
1.8,"2 km SSW of Funny River, Alaska",1621261353692,1621546214324,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216at3eha,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216at3eha&format=geojson,,,,,automatic,0,50,ak,0216at3eha,",ak0216at3eha,",",ak,",",origin,",,,0.71,,ml,earthquake,"M 1.8 - 2 km SSW of Funny River, Alaska"
2.02,"15 km NW of Stanley, Idaho",1621261287830,1621456876390,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80502424,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80502424&format=geojson,,,,,reviewed,0,63,mb,80502424,",mb80502424,",",mb,",",origin,phase-data,",10.0,0.134,0.25,91.0,ml,earthquake,"M 2.0 - 15 km NW of Stanley, Idaho"
0.68,"8km ENE of Cabazon, CA",1621261169880,1621362325992,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655911&format=geojson,,,,,reviewed,0,7,ci,39655911,",ci39655911,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.07033,0.09,76.0,ml,earthquake,"M 0.7 - 8km ENE of Cabazon, CA"
1.1,"66 km WNW of Karluk, Alaska",1621260938665,1621546214010,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216at1wui,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216at1wui&format=geojson,,,,,automatic,0,19,ak,0216at1wui,",ak0216at1wui,",",ak,",",origin,",,,1.08,,ml,earthquake,"M 1.1 - 66 km WNW of Karluk, Alaska"
1.6,"49 km S of Denali National Park, Alaska",1621260896501,1621546213698,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216at1qiq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216at1qiq&format=geojson,,,,,automatic,0,39,ak,0216at1qiq,",ak0216at1qiq,",",ak,",",origin,",,,1.03,,ml,earthquake,"M 1.6 - 49 km S of Denali National Park, Alaska"
1.83000004,"3 km SE of Pāhala, Hawaii",1621260773580,1621260976170,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72472207,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72472207&format=geojson,,,,,automatic,0,52,hv,72472207,",hv72472207,",",hv,",",origin,phase-data,",36.0,,0.140000001,124.0,md,earthquake,"M 1.8 - 3 km SE of Pāhala, Hawaii"
1.98,"12km SW of Searles Valley, CA",1621260668560,1621362138510,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655903,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655903&format=geojson,,,,,reviewed,0,60,ci,39655903,",ci39655903,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",42.0,0.09089,0.11,104.0,ml,earthquake,"M 2.0 - 12km SW of Searles Valley, CA"
2.0,"22 km ENE of Beluga, Alaska",1621260312641,1621546213375,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216aszpo1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216aszpo1&format=geojson,,,,,automatic,0,62,ak,0216aszpo1,",ak0216aszpo1,",",ak,",",origin,",,,0.51,,ml,earthquake,"M 2.0 - 22 km ENE of Beluga, Alaska"
2.0,"55 km S of Whites City, New Mexico",1621260299983,1621359199741,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021jpoi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021jpoi&format=geojson,,,,,reviewed,0,62,tx,2021jpoi,",tx2021jpoi,",",tx,",",origin,phase-data,",19.0,0.07380409121,0.3,54.0,ml,earthquake,"M 2.0 - 55 km S of Whites City, New Mexico"
4.1,"144 km N of Calama, Chile",1621260239613,1621261738040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3sf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3sf&format=geojson,,,,,reviewed,0,259,us,7000e3sf,",us7000e3sf,",",us,",",origin,phase-data,",,0.664,0.47,99.0,mb,earthquake,"M 4.1 - 144 km N of Calama, Chile"
4.4,"90 km ENE of Castlepoint, New Zealand",1621260179601,1621797623040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3se,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3se&format=geojson,,,,,reviewed,0,298,us,7000e3se,",us7000e3se,",",us,",",origin,phase-data,",,0.739,0.62,185.0,mb,earthquake,"M 4.4 - 90 km ENE of Castlepoint, New Zealand"
1.1,"25 km S of Susitna, Alaska",1621259959973,1621546213058,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216aspvb1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216aspvb1&format=geojson,,,,,automatic,0,19,ak,0216aspvb1,",ak0216aspvb1,",",ak,",",origin,",,,0.82,,ml,earthquake,"M 1.1 - 25 km S of Susitna, Alaska"
4.4,Kermadec Islands region,1621259386655,1621796787040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e52h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e52h&format=geojson,,,,,reviewed,0,298,us,7000e52h,",us7000e52h,",",us,",",origin,phase-data,",,1.98,1.04,115.0,mb,earthquake,M 4.4 - Kermadec Islands region
0.8,"30 km SE of Mina, Nevada",1621258902068,1621260757175,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807429,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807429&format=geojson,,,,,automatic,0,10,nn,00807429,",nn00807429,",",nn,",",origin,phase-data,",9.0,0.027,0.0516,113.93,ml,earthquake,"M 0.8 - 30 km SE of Mina, Nevada"
1.7,"28 km NW of Stanley, Idaho",1621258721930,1621456325320,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80502419,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80502419&format=geojson,,,,,reviewed,0,44,mb,80502419,",mb80502419,",",mb,",",origin,phase-data,",8.0,0.248,0.17,129.0,ml,earthquake,"M 1.7 - 28 km NW of Stanley, Idaho"
0.9,"30 km SE of Mina, Nevada",1621258475557,1621259017202,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807427,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807427&format=geojson,,,,,automatic,0,12,nn,00807427,",nn00807427,",",nn,",",origin,phase-data,",9.0,0.025,0.1052,119.36,ml,earthquake,"M 0.9 - 30 km SE of Mina, Nevada"
0.7,"86 km N of Karluk, Alaska",1621258010666,1621546212627,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216asiul5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216asiul5&format=geojson,,,,,reviewed,0,8,ak,0216asiul5,",av91027553,ak0216asiul5,",",av,ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 0.7 - 86 km N of Karluk, Alaska"
1.4,"28 km SSE of Whittier, Alaska",1621257878432,1621546212308,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216asieoa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216asieoa&format=geojson,,,,,automatic,0,30,ak,0216asieoa,",ak0216asieoa,",",ak,",",origin,",,,0.77,,ml,earthquake,"M 1.4 - 28 km SSE of Whittier, Alaska"
1.88,"3 km W of Pa‘auilo, Hawaii",1621257468730,1621279122040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72472132,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72472132&format=geojson,2.0,2.2,,,reviewed,0,55,hv,72472132,",hv72472132,us7000e3sb,",",hv,us,",",dyfi,origin,phase-data,",50.0,,0.12,178.0,md,earthquake,"M 1.9 - 3 km W of Pa‘auilo, Hawaii"
1.43,"1 km WSW of Quinton, Oklahoma",1621256802679,1621347151474,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jpmj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jpmj&format=geojson,,,,,reviewed,0,31,ok,2021jpmj,",ok2021jpmj,",",ok,",",origin,phase-data,",38.0,0.1097784577,0.22,132.0,ml,earthquake,"M 1.4 - 1 km WSW of Quinton, Oklahoma"
0.85,"8km NW of The Geysers, CA",1621256678040,1621258333075,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563715,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563715&format=geojson,,,,,automatic,0,11,nc,73563715,",nc73563715,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.009634,0.01,79.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
0.84,"6km NW of The Geysers, CA",1621256597660,1621266012839,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563710,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563710&format=geojson,,,,,automatic,0,11,nc,73563710,",nc73563710,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.0108,0.05,88.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
1.7,"52 km S of Whites City, New Mexico",1621256453699,1621365716261,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021jpme,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021jpme&format=geojson,,,,,reviewed,0,44,tx,2021jpme,",tx2021jpme,",",tx,",",origin,phase-data,",15.0,0.04832796236,0.3,52.0,ml,earthquake,"M 1.7 - 52 km S of Whites City, New Mexico"
1.0,"14 km SSE of Sierraville, California",1621256145259,1621258597452,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807425,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807425&format=geojson,,,,,automatic,0,15,nn,00807425,",nn00807425,",",nn,",",origin,phase-data,",9.0,0.12,0.0956,168.92,ml,earthquake,"M 1.0 - 14 km SSE of Sierraville, California"
1.5,"131 km WSW of Adak, Alaska",1621255781058,1621546211870,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216as2c7s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216as2c7s&format=geojson,,,,,reviewed,0,35,ak,0216as2c7s,",av91245851,ak0216as2c7s,",",av,ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 1.5 - 131 km WSW of Adak, Alaska"
1.72,"20 km N of Pāhala, Hawaii",1621255650670,1621255981940,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72472102,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72472102&format=geojson,,,,,automatic,0,46,hv,72472102,",hv72472102,",",hv,",",origin,phase-data,",41.0,,0.170000002,66.0,ml,earthquake,"M 1.7 - 20 km N of Pāhala, Hawaii"
1.88,"2 km SE of Pāhala, Hawaii",1621255280820,1621255378130,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72472092,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72472092&format=geojson,,,,,automatic,0,54,hv,72472092,",hv72472092,",",hv,",",origin,phase-data,",24.0,,0.340000004,122.0,md,earthquake,"M 1.9 - 2 km SE of Pāhala, Hawaii"
2.22,"3 km ENE of Pāhala, Hawaii",1621255274520,1621321802040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72472097,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72472097&format=geojson,,,,,automatic,0,76,hv,72472097,",us7000e3s8,hv72472097,",",us,hv,",",origin,phase-data,",53.0,,0.119999997,115.0,ml,earthquake,"M 2.2 - 3 km ENE of Pāhala, Hawaii"
0.56,"6 km NE of West Yellowstone, Montana",1621255195810,1621263023610,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60436237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60436237&format=geojson,,,,,reviewed,0,5,uu,60436237,",uu60436237,",",uu,",",origin,phase-data,",9.0,0.05902,0.18,89.0,md,earthquake,"M 0.6 - 6 km NE of West Yellowstone, Montana"
0.9,"26 km SSW of Kanosh, Utah",1621255030170,1621259357050,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60436232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60436232&format=geojson,,,,,reviewed,0,12,uu,60436232,",uu60436232,",",uu,",",origin,phase-data,",5.0,0.1236,0.04,180.0,ml,earthquake,"M 0.9 - 26 km SSW of Kanosh, Utah"
0.34,"6km S of Idyllwild, CA",1621255007220,1621470225354,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655791&format=geojson,,,,,reviewed,0,2,ci,39655791,",ci39655791,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.0239,0.08,111.0,ml,earthquake,"M 0.3 - 6km S of Idyllwild, CA"
0.43,"1 km WSW of Snyderville, Utah",1621254860800,1621259108350,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60436227,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60436227&format=geojson,,,,,reviewed,0,3,uu,60436227,",uu60436227,",",uu,",",origin,phase-data,",11.0,0.09754,0.09,89.0,md,earthquake,"M 0.4 - 1 km WSW of Snyderville, Utah"
1.05,"13km ESE of Alum Rock, CA",1621254731840,1621503373448,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563705,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563705&format=geojson,,,,,reviewed,0,17,nc,73563705,",nc73563705,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.0388,0.06,53.0,md,earthquake,"M 1.1 - 13km ESE of Alum Rock, CA"
1.76,"6 km ENE of Pāhala, Hawaii",1621254664250,1621274271540,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72472077,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72472077&format=geojson,,,,,reviewed,0,48,hv,72472077,",hv72472077,",",hv,",",origin,phase-data,",51.0,,0.12,130.0,md,earthquake,"M 1.8 - 6 km ENE of Pāhala, Hawaii"
